prefix,title,language,abstract,de:abstract,keywords,de:keywords,doi,issueDatepublished,issueVolume,issueNumber,issueYear,issueTitle,sectionTitle,sectionAbbrev,pages,articleSeq,authorFirstname1,authorLastname1,authorFirstname2,authorLastname2,authorFirstname3,authorLastname3,authorFirstname4,authorLastname4,authorFirstname5,authorLastname5,authorFirstname6,authorLastname6,authorFirstname7,authorLastname7,authorFirstname8,authorLastname8,authorFirstname9,authorLastname9,authorFirstname10,authorLastname10,authorFirstname11,authorLastname11,file1,fileLabel1,fileGenre1,fileLocale1
,Wirtschaftszahlen,de_DE,"Dieser Artikel ist nur in deutscher Sprache verfügbar. 
The article is only available in German language.",,,,,2009-01-15,58,1,2009,,Statistics,Stat,,12,GJAE,,,,,,,,,,,,,,,,,,,,,,368_org.pdf,PDF,Article Text,de
,Call for Papers,en_US,No summary available.,,,,,2010-05-26,58,1,2009,,Call for Papers,CfP,,13,GJAE,,,,,,,,,,,,,,,,,,,,,,367_org.pdf,PDF,Article Text,en
,Kompass für agrarökonomische Zeitschriften: das GEWISOLA-ÖGA-Publikationsranking,de_DE,"Dieser Artikel ist nur in deutscher Sprache verfügbar. 
The article is only available in German language.",,,,,2009-02-19,58,2,2009,,Articles,ART,,1,Stephan,Dabbert,Ernst,Berg,Roland,Herrmann,Siegfried,Pöchtrager,Klaus,Salhofer,,,,,,,,,,,,,325_org.pdf,PDF,Article Text,de
,Zusatznutzen Berg? Argumente für den Konsum von Bergprodukten,en_US,"Given the broad range of products in food retailing, actors are increasingly aiming to differentiate their products by promoting certain features as added benefits. This means that any added (emotional) benefit, whichever way it is communicated, becomes significant. In this article we investigate inhowfar the fact that a product originates from a mountain region constitutes such an added benefit for consumers and what arguments support their choice of mountain food products. We present results of four focus groups with participants from Austria (Tyrol) and Germany, analysed by using Convention Theory. Our findings suggest that the origin of a food product in a mountain region does not constitute a singular added benefit but rather the sum of several components associated with a mountain origin, in varying combinations, depending on the specific focus group. The statements gathered in the focus groups may thus provide some indication on how to improve the communication strategy for mountain products.",,,,,2009-02-19,58,2,2009,,Articles,ART,,2,Anja,Matscher,Markus,Schermer,,,,,,,,,,,,,,,,,,,327_org.pdf,PDF,Article Text,en
,Bei welchen Problemstrukturen sind Data-Envelopment-Analysen sinnvoll? Eine kritische Würdigung,en_US,"Data Envelopment Analysis (DEA) is widely used to compare the empirical performance of decision making units such as firms or public bodies. With a view to the recent boom of applications to a very wide range of different problems, this paper shows for which data and problem structures DEA represents an appropriate analytical tool for generating knowledge. The paper stresses the point that an efficiency analysis such as DEA which does not use prices to weigh different inputs and outputs is, first of all, adequate if several input and/or output prices are unknown or if they cannot be ""trusted"" to reveal the relative scarcity of resources and goods. In all other circumstances, stand-alone DEA generates less knowledge than standard approaches which resort to classical economic performance criteria that measure the resources used (inputs) and the goods and services produced (outputs) in monetary units. If prices are known, DEA is only useful if it is used as an additional tool to decompose economic performance weaknesses into a technical component (mismanagement of technological processes) and allocative components (maladjustments to prices on the factor and product markets).",,,,,2009-02-19,58,2,2009,,Articles,ART,,3,Oliver,Mußhoff,Norbert,Hirschauer,Michael,Herink,,,,,,,,,,,,,,,,,326_org.pdf,PDF,Article Text,en
,"Entkoppelte Prämien, Bodenpreise und Wettbewerbsfähigkeit",de_DE,"Dieser Artikel ist nur in deutscher Sprache verfügbar. 
The article is only available in German language.",,,,,2009-04-08,58,3,2009,,Articles,ART,,1,Stefan,Kilian,Klaus,Salhofer,,,,,,,,,,,,,,,,,,,328_org.pdf,PDF,Article Text,de
,Zur Akzeptanz von gentechnisch verändertem Saatgut in der deutschen Landwirtschaft,en_US,"The use of genetically modified seeds is a controversially discussed topic. Regardless of the increased global significance - in 2006 genetically modified (GM) seeds were used on 102 billion hectares - GM seeds have almost no importance in German agriculture. However, the market introduction of Bt-corn is in its first stage. This article analyses attitudes and intentions of German farmers. The results are based on a survey of 370 German farmers which own larger structured farms in the northwest of Germany. The sample shows no clear rejection of GM seeds. A structural equation model reveals important parameters influencing the attitude and intention concerning green genetic engineering. The attitude may be explained by the acceptance within the social environment (family, village community) and by the assessment of the economic advantages. The planned behaviour is mainly influenced by the general attitude towards genetic engineering, the economic environment and by the social environment.",,,,,2009-04-08,58,3,2009,,Articles,ART,,2,Julian,Voss,Ulrich,Spiller,Ulrich,Enneking,,,,,,,,,,,,,,,,,330_org.pdf,PDF,Article Text,en
,Determinanten der Zeitverwendung für Ernährung in Deutschland: eine ökonometrische Analyse mit Zeitbudgetdaten,en_US,"Time budget data describe how much time people invest in different activities of a daily routine. The study presents contributions of time budget data to the nutrition research on the example of German Time Budget Surveys 1991/92 and 2001/02 of the German Statistical Office. Over time, mothers reduced the amount of time spent on food preparation. Tobit analysis reveals that time inputs in cooking, baking and laying the table are influenced by personal as well as household-specific characteristics and especially by intra-family allocation of time. Fathers increase their participation in food preparation as time invested in their own jobs decreases and their partner’s degree of employment increases. The decomposition of Tobit coefficients, following the MCDONALD/MOFFITT procedure, is discussed. The study reveals how time budget data can contribute to household economic research in an innovative way. Although time budget data do not unveil quality and quantitiy of the food in family households, the results of the study demonstrate the importance of institutionally organised nutrition education in kindergarten and school.",,,,,2009-04-08,58,3,2009,,Articles,ART,,3,Anke,Möser,,,,,,,,,,,,,,,,,,,,,331_org.pdf,PDF,Article Text,en
,Fraud and free riding in tropical forests - on the potential for certification to enforce sustainable resource use indirectly,en_US,"Certification schemes for forest products are understood by many as a way to promote sustainable resource use when it is impossible to rely on direct enforcement of process standards. Based on the concept of ‘Self-Enforcing Contracts’, this study develops a market model that simulates the simultaneous partial equilibrium for both certified wood units and physically identical units that are produced without observing certain ecological standards. By illustrating the interplay of supply and demand in a world characterised by incomplete information, opportunistic behaviour and free riding, the model simulations, along with some empirical evidence from tropical forestry, indicate that certification will very likely fall short of preventing degradation of tropical forests. This is especially true in politically and economically unstable situations. Consequently, institutions other than markets are needed to govern the way natural resources are used. The problem of tropical forest degradation must be resolved primarily through forest legislation and improved governance structures and not through eco-labelling.",,,,,2009-04-08,58,3,2009,,Articles,ART,,4,Christian,Lippert,,,,,,,,,,,,,,,,,,,,,329_org.pdf,PDF,Article Text,en
,"Tempora mutantur, nos et mutamur in illis",de_DE,"Dieser Artikel ist nur in deutscher Sprache verfügbar. 
The article is only available in German language.",,,,,2009-05-26,58,4,2009,,Articles,ART,,1,Ludwig,Theuvsen,,,,,,,,,,,,,,,,,,,,,147_org.pdf,PDF,Article Text,de
,Wie wirken gemeldete SPS-Maßnahmen? Ein Gravitationsmodell des EU-Rindfleischhandels,en_US,"For decades, nontariff trade barriers (NTBs) have been regarded as more problematic policy instruments than tariffs in international trade negotiations. This is due to the fact that trade impacts of nontariff trade barriers are less transparent than those of tariffs. Tariffication of nontariff agricultural trade barriers was finally decided under the Uruguay Round of GATT. Although the OECD concluded that a reduction of NTBs took place after 1994, this finding can be challenged. First, tariff-rate quotas (TRQs) are not counted as NTBs by law although they cause effects similar to those of quotas. The number of TRQs has increased strongly after the Uruguay Round. Second, sanitary and phytosanitary measures, i.e. SPS measures, have become more important as notifications under the SPS Agreement do show. There are only few empirical studies available which analyze the effects of these SPS measures.WTO Notifications under the SPS Agreement are utilized in this contribution for measuring trade impacts of sanitary and phytosanitary trade barriers. We explain the WTO data base on SPS notifications. Then, a gravitation model is applied to the EU beef trade in the period January 1995 to June 2001. It is investigated how SPS measures, introduced by non-EU countries in the context of BSE, affected bilateral trade with the EU. We distinguish between 31 product groups which might be affected, and a fixed-effects model is used for analyzing the panel data. We elaborate that SPS measures related to BSE reduced EU beef export revenues in the major product categories significantly. The NTBs did not reduce exports to zero, however, as might have been expected. The percentage reduction of export revenues was 49 % for live cattle, 74 % for fresh and cooled beef and 86 % for frozen beef. For most other product groups, the percentage decline in sales was significant but lower in percentage terms. Apparently, SPS notifications indicate that bilateral trade is restricted but it does not definitely show that the notified measures by the importing country are actually implemented and for which time period. It seems very important in future analyses of the SPS measures to distinguish carefully between SPS notifications and SPS measures.",,,,,2009-05-26,58,4,2009,,Articles,ART,,2,Marc,Kramb,Roland,Herrmann,,,,,,,,,,,,,,,,,,,146_org.pdf,PDF,Article Text,en
,Die Risikoausgleichsrücklage als Instrument des landwirtschaftlichen Risikomanagements,en_US,"Due to an increasing variability in farm income because of extreme weather conditions and higher market volatilities, the German Farmers Association demanded the introduction of income equalization deposits for agricultural income to avoid a progression-based extra tax load and to support farmers building reserve funds. This article examines the economic effects as well as the legitimacy according to German tax law and its administrative practicability. Fundamentally, smoothing income over several years is admissible according to the German ability-to-pay principle. Nevertheless, a restriction to a particular group of tax payers is only acceptable if special circumstances faced by this group seem to make it necessary. This constraint demands restrictions on deposit and withdrawal which are linked to specific agricultural difficulties. Due to a couple of problems and difficulties in definition, measurement and valuation on an on-farm level, the administrative feasibility of these restrictions is limited. Different types of profit assessment for farmers complicate a fair and straight-forward usage. It is uncertain if income equalization deposits will be a useful risk management tool for farmers while simultaneously meeting all legal requirements in German tax law.",,,,,2009-05-26,58,4,2009,,Articles,ART,,3,Niklas,Blanck,Enno,Bahrs,,,,,,,,,,,,,,,,,,,144_org.pdf,PDF,Article Text,en
,Consequences of a progressive reduction of direct payments in Germany: paving the way for post-2013?,en_US,"Due to Germany’s specific farm structure, the progressive modulation of direct payments decided within the Health Check of the Common Agricultural Policy (CAP) is of particular relevance for German agriculture. In this paper we apply the agent-based model AgriPoliS to shed some light on the structural effects of a progressive modulation as evoked in the Health Check (HC) proposal and the final agreement made in November 2008 for two German regions. Furthermore, we analyse whether a progressive modulation will allow for a continuous policy in the case of a reduced hypothetical single area payment of 150 €/ha starting in 2013. Results show that although we could observe substantial income effects in the short and long run, structural effects of the progressive modulation scheme are small but preservative. In contrast, the introduction of a reduced single area payment in 2013 would sharply increase structural change. In case the initial HC proposal is followed by a single area payment the previously observed policy effects would diminish for very large (above € 300,000 premium) and small farms (below € 100,000 premium). Still, although these effects are much less pronounced with the final HC agreement, the progressive modulation would provide farmers with wrong signals, as it is most likely that future reforms will be characterized by less support and thus require a stronger market orientation of farms.",,,,,2009-05-26,58,4,2009,,Articles,ART,,4,Konrad,Kellermann,Amanda,Sahrbacher,Christoph,Sahrbacher,Alfons,Balmann,,,,,,,,,,,,,,,145_org.pdf,PDF,Article Text,en
,Milchmarkt und Milchmarktpolitik: PR-Kampagnen oder wissenschaftliche Politikberatung?,de_DE,"Dieser Artikel ist nur in deutscher Sprache verfügbar. 
The article is only available in German language.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,1,Achim,Spiller,Ludwig,Theuvsen,,,,,,,,,,,,,,,,,,,143_org.pdf,PDF,Article Text,de
,Regionaler Strukturwandel in der deutschen Milchproduktion,en_US,"Results of analysis of agricultural statistics offer estimations about the future regional relocation of dairy production in Germany. Different methodologies are used within this paper to have a full overview on the most important aspects (analysis of market shares, site factor analysis, analysis of production costs). Analysis show partly conflicting results which do not allow exact predictions on future relocations of dairy production. But the results still give important guidelines on future changes.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,2,Birthe J.,Lassen,Folkhard,Isermeyer,Carina,Friedrich,,,,,,,,,,,,,,,,,141_org.pdf,PDF,Article Text,en
,Entwicklung der Milcherzeugung in ausgewählten Regionen Baden-Württembergs - Prognose und kritische Entscheidungsfaktoren,en_US,"The abolition of the EU Milk Quota Regulation in 2015 will require milk producers to adapt. Their having to adapt is likely lead to structural changes both at regional level and at farm level. 411 milk producers in Baden-Wuerttemberg were surveyed in the course of the study (1 050 questionnaires, feedback 39 %). The main objective was to examine their likely reactions to the abolition of the milk quota regulation. The forecast shows that even in a favoured region for milk production, the overall output of milk could be reduced. Two groups of milk producers are compared by discriminant analysis. The farmers of the first group plan to quit milk production whereas the farmers of the second group intend to increase the output of milk. There is evidence that farm size alone is not the only discriminating factor in different regions, but that organisation on a sideline basis and the attitude of the farm operators also play a role.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,3,Kathrin,Rothfuß,Anke,Zondler,Barbara,Engler,Reiner,Doluschitz,,,,,,,,,,,,,,,140_org.pdf,PDF,Article Text,en
,Preissenkung und Kompensation auf dem EU-Milchmarkt,en_US,"Soon after the 2003 reform of the Common Agricultural Policy, milk farmers started protesting against low milk prices. Though farmers gained public attention and sympathy for their case, the compensation payments included in the reform package are never part of the debate. Thus, only the income-decreasing side of the reform is pointed out. We empirically investigate to what extent the income reduction for dairy farmers is covered by the increased farm area payments in the 2003 reform. A comparison of milk prices prior to and after the 2003 reform indicates significant overcompensation. This comparison ignores the impact of world market price changes. Considering these by a vector error correction model leads to opposite results. Thus, up to now farmers are by far not compensated for the income loss generated by the price reduction in the 2003 reform.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,4,Jens-Peter,Loy,Carsten,Steinhagen,,,,,,,,,,,,,,,,,,,139_org.pdf,PDF,Article Text,en
,Milk quota expiry impacts and sensitivity analyses using the CAPSIM model,en_US,"Various scenarios for an expiry of European Union milk quotas are analysed with the Common Agricultural Policy SIMulation (CAPSIM) model. This comparative-static, partial equilibrium modelling tool covering the whole of agriculture for all EU member states has been disaggregated to represent nine secondary dairy products. Impacts are compared to a reference run where the 2003 Common Agricultural Policy Reform is projected into the future. The main milk quota expiry scenario is for 2020. Key results are that milk production would increase by 3.0% in EU-27 whereas milk prices would drop by 7.2%. The resulting decline in butter prices is shown to be larger if EU authorities cannot rely on export subsidies for market management. The regional pattern of impacts is strongly determined by the specification of quota rents. Furthermore, details of intra EU price transmission are shown to influence the differences between Member States. An applied welfare analysis of the main expiry scenario gives a significant redistribution from EU-27 farmers and much less from taxpayers to dairies and final consumers. The estimated small positive overall welfare gain would increase in a situation without export subsidies.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,5,Heinz Peter,Witzke,Axel,Tonini,,,,,,,,,,,,,,,,,,,142_org.pdf,PDF,Article Text,en
,The impact of quota rent and supply elasticity estimates for EU dairy policy evaluation: a comparative analysis,en_US,"The aim of this paper is to gain better insights in the implications of some of the most important economic assumptions and empirical choices made in partial equilibrium models focusing on dairy. Three partial equilibrium models are considered: the AGricultural Member states MODeling (AGMEMOD) model, the Common Agricultural Policy SIMulation (CAPSIM) model, and the European Dairy Industry Model (EDIM). This paper analyses how quota rent and supply elasticity estimates, as they are used in these models affect milk output and price projections. Sensitivity analysis is also considered in order to take into account uncertainty in quota rent and supply elasticity estimates. Taking into account the considered uncertainty our best estimate is in case of abolishing the quota the EU’s aggregate milk production will expand, with the increase being somewhere in the range between 5 and 15%.",,,,,2009-07-03,58,5-6,2009,,Articles,ART,,6,Roel,Jongeneel,Axel,Tonini,,,,,,,,,,,,,,,,,,,138_org.pdf,PDF,Article Text,en
,20 years of transition in the agri-food sector,en_US,"Prior to 1989 the world could be divided “economically” into three clusters: (1) The Eastern Bloc with its socialist, planned economies, (2) the Western Bloc with its more market-oriented systems, and (3) the developing and emerging countries. Then, at approximately the same time, some major political events took place which contributed to the collapse of the Eastern Block, for example the 1985 elections of the Soviet Parliament, which have been linked to the terms ‘Perestroika’, ‘Glasnost’, and ‘Demokratisaziya’; the East German refugee camp in the German Embassy in Prague in September 1989; and last but not least the fall of the Berlin Wall. Thus came the beginning of the transition process from planned towards market economies in the former states of the Soviet Union (FSU) and Central and Eastern Europe (CEE). The challenges of transition were formidable. Private and public market-oriented institutions were absent and historical trading paths were interrupted. Many state-owned enterprises collapsed, the private sector was underdeveloped and the market organisations, as well as the producers and processors involved in the agri-food markets, did not know the rules of the “market” game. These issues led to deep and lasting economic distortions. Twenty years into the transformation of the agri-food sector in the approximately 30 countries that made up the former Eastern Bloc, it is time to recall the inherent changes that have occurred. Our introduction , but particularly the other contributions in this special issue on “20 years of transition in the agri-food sector – analyses of markets and policies” of the Agrarwirtschaft (vol. 58 with numbers 7 and 8), all serve as a platform to review the situation in the agri-food sector in light of the relatively heterogeneous country settings with regard to initial markets, policy and other institutions, as well as the subsequent driving forces of the transition process. 1. The ‘communist’ past and initial conditions. From a ‘western’ economic perspective, the agri-food sector of the former Eastern Bloc seemed organised in a coherent way. In reality, the Eastern Bloc countries had heterogeneous pre-reform characteristics. Countries differed in terms of the “length of time that the communist system [had] existed and the extent to which it was applied, in the distortions of the trade system and the forced integration with other communist countries, and in the level of economic development” (SWINNEN, 2007a: 19). Another differentiating feature “was the capital stock, the technology used in the farms, and the extent of the industrialisation of the agri-food chain” (ibid.). Thus, the initial conditions, including these systematic distortions, were quite heterogeneous. MACOURS and SWINNEN (2000) argue, however, that CEE countries, for instance Hungary, Czech Republic and Slovakia, were ranked at a lower level of initial distortions, while FSU countries such as Russia, Belarus and Ukraine encountered more severe distortions. Also with regard to the farming structure, tremendous differences existed. For instance, in the FSU or in Czechoslovakia, large farm structures (co-operatives or state-owned farms) dominated. Other countries such as Poland or Slovenia have been traditionally dominated by individual and rather small-scale farming. The differences in initial factor endowment and productivity, as well as the structure of the agri-food sector, in combination with political medium-term objectives, affected the choice of reforms. Today, the region presents itself in a very heterogeneous way with regard to structure and performance of the agri-food sectors. Overall, five important reform areas in the agri-food sector can be identified (CSÁKI, 2008). These are: (1) macro-economic and institutional reforms, particularly price liberalisation and subsidy cuts, (2) land privatisation and the reform of related organisations, (3) privatisation and modernisation of the agro-processing and food retail chain (value chain), (4) implementation of operational organisations related to the agri-food sector, and the (5) rural financial market. In the following, these reform areas are revisited and discussed. 2. Macroeconomic and institutional reforms The economic, legal and judicial, as well as political adjustment processes, as well as ongoing globalisation, have greatly impacted the agri-food sectors of the FSU and CEE. Already at the beginning of transition, fundamental reforms took place. First and foremost, the culture of setting production targets was dropped. Usually, the macro-economic reforms coincided with price liberalisation and cuts in both producer and consumer subsidies (HARTELL and SWINNEN, 1998). Additionally, reduced foreign demand after the collapse of the Council for Mutual Economic Assistance (CMEA) trading system, falling consumer incomes and a breakdown of the supply chains and state-owned enterprises, all caused major disruptions and thus a squeeze in investment and output (SWINNEN, 2007a). Furthermore, the breakdown of the industrial and, to some degree the agricultural state enterprises in rural regions, resulted in previously unknown high rural unemployment rates (on average 21%) that in many countries lasted until the late 1990s and longer (KOESTER, 1997; WORLD BANK, 2000). Currently, the agricultural sector and its marketing chain in the former Eastern Bloc are of much higher importance than in Western European countries. One-third of the approximately 500 million people in the former Eastern Bloc live in rural areas and many of them still depend on the agri-food sector for a living. Nevertheless, in line with overall positive economic development and general reform progress, the share of agriculture in gross domestic product (GDP), as well as those employed in agriculture is decreasing. Because the reforms were quite different regarding speed and depth, today huge differences exist among these countries. In this context, one can speak of four groups: (1) market economy in the “old” new member states, (2) advanced reformers, (3) moderate reformers, and (4) slow reformers (HEATH, 2003; CSÁKI et al., 2006; CSÁKI, 2008). In general, one can say that the effective implementation of legislation supporting private entrepreneurial activities, as well as privatisation and decentralisation, have caused a sharp increase of private business activities in all CEE countries. In addition, the prospect of EU accession has created an environment more conducive to reform efforts, foreign investments, and the inflow of technology and know-how. Particularly in those countries at the cusp of EU accession, this prospect drove reforms. This trend could be observed in all economic sectors, not just the agri-food sector (e.g. CSÁKI et al., 2000; LERMAN, 1998 and 1999). Nevertheless, the privatisation experience in the FSU and CEE suggests that a state’s market-relevant institutions and organisations will tend to be unstable and corrupt so long as the competition for asset ownership remains unresolved among major interest groups. The theoretical and policy response, commonly referred to as the post-Washington Consensus , argued that the state needed to institute firm bases of market regulation and the rule of law prior to privatising entire economies. This institutional critique of markets paved the way for creating path-dependent reform programs tailored to specific countries. However, as the transition process did not allow for sufficient time to achieve this, transition seemed messier than normal politics and economics. Indeed, the sequencing and timing of reforms was often an issue of debate (transition in the FSU is often associated with a big bang while CEE opted more often for a gradual reform strategy). Eventually, institutions and organisations consistent with conventional economic fundamentals evolved once privatisation battles over assets were resolved (SCHWARTZ, 2006). 3. The impact of EU-policies on the transition progress. The possibility of EU membership accelerated reforms in the EU’s acceding and candidate countries, since EU membership required these countries to fulfil the Copenhagen criteria, which includes the adoption of the acquis communautaire and its 2683 legal rules and regulations (COMMISSION OF THE EUROPEAN UNION, 2006a; CSÁKI, 2008). Already two years after the accession of the ten new member states (NMS) , they had adopted 99% of the acquis – not always to the full satisfaction of the EU, but the possibility for changes and improvement was foreseen. The largest problems normally occurred in the legislation on competition (COMMISSION OF THE EUROPEAN UNION, 2006a). Recognising the specific needs of the NMS with regard to restructuring demands and the characteristic farm dualistic structure, the EU implemented financial support programs to support sustainable rural development. Prior to EU accession, the SAPARD program in particular focused on the agri-food sector and rural infrastructure, and under this program both the administrative agricultural service chain and its beneficiaries (farmers, processors) gained first-hand experience with measures similar to those provided under the Common Agricultural Policy (CAP). The majority of these funds were allocated to particular stages of the agri-food chain. For example, the support focused on investing in agricultural holdings and food processing (i.e., to facilitate the adoption of minimum [mandatory] quality standards), setting up producer groups (horizontal integration), or improving vocational training for actors in agri-business (knowledge transfer). However, it appears that mostly large units (farmers and processors) benefited from these measures due to their enhanced access to information and their possibilities to pre-finance and/or co-finance investment projects (COURT OF AUDITORS, 2004; LUCA, 2008). On the contrary, for most of the small and medium-sized units, a reduced capacity to co-finance investments (either through equity or debt-financing) was one of the main limiting factors that delayed the absorption of the SAPARD funds, especially in the first period of the program’s implementation (COURT OF AUDITORS, 2004). For CEE farmers, EU membership was both a challenge and an opportunity. On the one hand, farms (operators in agri-food business) in countries which have already joined, or intend to join, the EU have been confronted with considerable changes in the economic and regulatory framework, as well as in market conditions. On the other hand, access to the single market and the various instruments of the CAP under Pillars 1 (direct payments and market support measures) and 2 (measures under the European Agricultural Fund for Rural Development) have opened new possibilities for farmers. The complementarities of the two CAP pillars were further strengthened with the CAP reform of 2003. Thus, one can state that the CAP reflects a policy shift that is called the New Rural Paradigm by the OECD (2006), and which places emphasis on regions rather than sectors, and investments rather than subsidies in rural development policy. In addition to the agri-rural development measures of the EU under Pillar 2, each member country is formulating a National Rural Development Program (NRDP). The NRDPs must be consistent with Community strategic guidelines, but they may indicate the nationally diversified priorities of action. For the NMS, additional transitional measures have been introduced in Pillar 2. These refer to the support of semi-subsistence agricultural holdings undergoing restructuring and the set-up of producer groups. Romania and Bulgaria, the newest member states, can potentially benefit from these measures until 2013. The objective of these measures is to improve the competitiveness of the agricultural sector by bringing small and semi-subsistence farms into the market (NRDP ROMANIA, 2008). In order to design a meaningful NRDP and to implement the policy measures effectively, the principle of decentralisation of responsibilities needs to be functioning, thus strengthening subsidiarity and partnership. For many NMS in CEE this is still a challenging task (MARQUARDT et al., 2009). Clearly, the introduction and strengthening of Pillar 2 was a well-received reform of the CAP. However, as for the NMS in CEE, the volume of the decoupled direct payments (notably the Single Payment Scheme which can be applied to area or farm units) under Pillar 1 are not only giving farmers a certain level of financial security but are also more substantial than the financial volume of measures under Pillar 2. Furthermore, the NMS can apply the simplified Single Area Payment Scheme (SAPS) until 2013 or in the case of Bulgaria and Romania even until 2016. Nevertheless, the rather complicated bureaucratic procedures required to obtain the payments under the SAPS are preventing this measure from reaching many smaller farm holders, who are in principle eligible. Here it appears that smaller-scale farms are rather disadvantaged due to their limited management capacity. Another interesting feature of the CAP is the so-called compulsory modulation (see footnote 7), that is, reducing spending on Pillar 1 measures and transferring the funds to be spent on Pillar 2 measures of the CAP. A certain percentage share of the direct payments to bigger farms (those receiving more than 5,000€ of direct payments) is shifted to Pillar 2. Yet, this does not seem to make a significant difference for larger farms. What larger farms lose in Pillar 1, they may gain under Axis 1 “Improving the competitiveness of the agricultural and forestry sector” of Pillar 2 (CSÁKI, 2009; HAPPE et al., 2008; SAHRBACHER et al., 2008). Given the rather severe incidence of rural poverty and the lagging structural change in the farm sector of many CEE countries, including some of the NMS and the FSU, the question may be raised whether the CAP is sufficient to stimulate sustainable economic growth in the agri-food sector, respectively in the rural economy at large. A consensus is emerging that agri-rural policies alone cannot do the job. Farm exit options must be opened up, either in the sense of rural non-farm employment or via socially secure retirement (FELLMANN and MÖLLERS, 2009). Adequate social safety networks have to be installed; bearing in mind that the state budgets of many transition countries are already stressed to their limits. This challenge calls for a more concerted effort in which the national and international political stakeholders of the agri-food sector, of the economy at large and of the social sector work closely together. 4. Land privatisation and reform of related organisations. The transformation of the agri-food sector was always prominent because one of the major reforms entailed the privatisation of land. The Commonwealth of Independent States (CIS) (and Albania) has adopted the ‘land to tiller’ strategy. This strategy implied that the land was allocated to workers of cooperatives without any payment in an equitable manner. In Russia, Ukraine and Kazakhstan, individuals received paper shares that certified their entitlement to a certain amount of land. Most CEE countries (except Albania) have chosen to restitute the land to former owners. All CEE countries, plus the small CIS countries (Armenia, Georgia, Moldova, and Azerbaijan) allocated physical plots to individuals (CSÁKI et al., 2000; NORTON, 2004). Often, an upper limit for land restitution was installed. The share system was intended to bring equitable land rights to the population, but it often brought about large-scale integrated farm structures and cooperatives (legal persons). Radical changes with regard to land tenure have been carried out in very few countries of the FSU. This is the case for Armenia, Georgia, and the Kyrgyz Republic, where independent private farming now dominates. In Uzbekistan and Tajikistan, private ownership of land is still prohibited by the constitution (CSÁKI, 2008). Where land was privatised, it was not so much driven by economic concerns, although theoretical considerations of land and labour productivity may have been considered. This privatisation process was rather prompted by a general sense of justice and had unintended effects in terms of land use changes and farm structures (SIKOR, 2009). Politics was willing to pay the economic price: an often-lamented dominance of small farm structures, a varied mix of small and large farm holdings, usually termed dualistic farm structure, or even land abandonment. Land consolidation is ongoing and is a critical issue for productivity gains. The legal settlement of land ownership relations is also not yet complete, and the establishment of land registries and the emergence of a land market remain priority areas for further reform, especially in the FSU. 5. Reform of the rural financial market...6. Structure of agricultural production as an outcome of the transition process 7. Changes along the value chain 8. Conclusions References...",,,,,2009-10-07,58,7,2009,,Articles,ART,,1,Gertrud,Buchenrieder,Jon H.,Hanf,Agata,Pieniadz,,,,,,,,,,,,,,,,,136_org.pdf,PDF,Article Text,en
,20 years of transition - institutional reforms and the adaptation of production in Estonian agriculture,en_US,"This article provides an overview of the most important reforms, their background, and corresponding changes in Estonian agriculture during the transition period from 1988-2008. The past two decades have been divided into three sub-periods to outline differences in dynamics and the direction of changes in agriculture. From 1988-1995, the main reforms were implemented and agricultural production decreased rapidly. From 1995-2001, the decline stabilised and nonviable farms exited the sector. From 2001 onwards, the positive effects of the EU pre-accession period and EU membership can be observed.",,,,,2009-10-07,58,7,2009,,Articles,ART,,2,Ants-Hannes,Viira,Anne,Põder,Rando,Värnik,,,,,,,,,,,,,,,,,135_org.pdf,PDF,Article Text,en
,The Europeanisation of agri-environmental policy in Poland,en_US,"This paper seeks to answer the following question: what are the impacts of European agri-environmental policy (AEP) on member states’ policy patterns? The concept of Europeanisation is employed, as it relates to the adaptation of domestic policies and policy instruments to existing EU legislation. An analysis of the extent to which the European level of policy-making has affected the emergence and further development of the AEP in Poland will be undertaken. Additionally, the paper examines the way in which Poland has applied Agri-environmental Schemes (AESs) and what effects this has had on the relevant Polish institutions. Empirically, this research draws on semi-structured interviews with key administrative bodies and social actors involved in agri-environmental issues.",,,,,2009-10-07,58,7,2009,,Articles,ART,,3,Anna,Hadyńska,,,,,,,,,,,,,,,,,,,,,134_org.pdf,PDF,Article Text,en
,"Dairy chain competitiveness in EU’s new member states, candidate and potential candidate countries",en_US,"This comparative analysis of structures and performances of the dairy supply chain in 20 south-eastern and eastern European countries shows that even after many years of structural change, the sector is still dominated by small-scale and subsistence farming, which results in weak vertical integration in all countries except the Czech Republic, Slovakia, Cyprus and Malta. Industry performances indicate positive tendencies in the Baltic States and Poland, while the sector faces serious difficulties in others. In Romania, Bulgaria and all (potential) candidate countries, the industry has immense problems complying with food quality and safety standards. Vast investments are needed in all parts of the supply chain to increase productivity and improve the quality of products. A major restructuring of the supply chain is expected in upcoming years.",,,,,2009-10-07,58,7,2009,,Articles,ART,,4,Siemen,van Berkum,,,,,,,,,,,,,,,,,,,,,133_org.pdf,PDF,Article Text,en
